Rk,Player,Pos,Age,Tm,G,MP,PER?,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary,Cost/Minute,Cost/PER,Cost/USG
137,Ramon Sessions\sessira01,PG,29,WAS,82,1667,15.9,0.565,0.188,0.478,1.6,12.2,6.8,22,1.3,0.2,13.8,21.8,2.5,1.3,3.8,0.109,-0.3,-1.5,-1.8,0.1,6000000,3599.280144,377358.4906,275229.3578
138,Tristan Thompson\thomptr01,PF,24,CLE,82,2269,15.9,0.611,0,0.576,13.5,23.3,18.4,4,0.9,1.8,10.4,11.7,5.6,3.1,8.7,0.185,0.2,1.3,1.5,2,15330435,6756.472014,964178.3019,1310293.59
139,Jae Crowder\crowdja01,SF,25,BOS,73,2308,15.8,0.565,0.446,0.294,3.2,14.2,8.6,8.9,2.7,1.2,8.3,18.5,3.8,3.5,7.3,0.152,1.5,1.3,2.8,2.8,6286408,2723.746967,397873.9241,339805.8378
140,Taj Gibson\gibsota01,PF,30,CHI,73,1936,15.7,0.556,0.006,0.292,11.4,15.9,13.7,8.3,1.2,2.9,12.1,14.6,3.2,2.2,5.4,0.133,-0.1,1.7,1.6,1.7,8950000,4622.933884,570063.6943,613013.6986
141,Joffrey Lauvergne\lauvejo01,C,24,DEN,59,1041,15.7,0.567,0.139,0.182,8.1,23.1,15.4,9.1,0.6,1.2,11.6,19.5,1.6,0.7,2.3,0.105,-0.9,-1.4,-2.3,-0.1,1709720,1642.382325,108899.3631,87677.94872
142,T.J. Warren\warretj01,SF,22,PHO,47,1070,15.7,0.549,0.159,0.145,5.7,9.3,7.5,7.2,1.7,1.2,6.4,19.9,1.7,0.6,2.2,0.101,0.2,-1.3,-1.2,0.2,2128920,1989.64486,135600,106980.9045
143,Nicolas Batum\batumni01,SF,27,CHO,70,2448,15.6,0.546,0.457,0.22,2.4,16.8,9.6,26.9,1.3,1.4,17.6,21.4,2,2.9,5,0.097,1.1,0.9,2,2.5,20869566,8525.14951,1337792.692,975213.3645
144,Sean Kilpatrick\kilpase01,SG,26,TOT,31,616,15.6,0.576,0.422,0.248,2.1,8.2,5.1,8,1,0.3,9.4,23.8,1,0,1,0.076,1.4,-4.4,-3,-0.2,980431,1591.608766,62848.14103,41194.57983
145,Nikola Mirotic\mirotni01,PF,24,CHI,66,1646,15.6,0.564,0.568,0.297,3.8,19.1,11.6,9.4,1.8,2,12.9,21.1,1.8,2.2,3.9,0.115,1.1,0.1,1.2,1.3,5782450,3513.031592,370669.8718,274049.763
146,Lucas Nogueira\noguelu01,C,23,TOR,29,225,15.6,0.642,0.068,0.341,9.3,14,11.7,4.9,2.8,4.4,17.9,12.4,0.3,0.4,0.7,0.154,-0.4,2.9,2.6,0.3,1921320,8539.2,123161.5385,154945.1613
147,Steven Adams\adamsst01,C,22,OKC,80,2014,15.5,0.621,0,0.46,12.5,16.1,14.4,4.3,1,3.3,14.1,12.6,4.2,2.3,6.5,0.155,0.8,1.3,2.1,2.1,3140517,1559.343098,202614,249247.381
148,Bradley Beal\bealbr01,SG,22,WAS,55,1708,15.5,0.547,0.339,0.22,2.6,9.8,6.2,15.6,1.5,0.5,11.3,25.3,1.4,1.3,2.7,0.076,1,-1.6,-0.6,0.6,22116750,12948.91686,1426887.097,874179.8419
149,Goran Dragic\dragigo01,PG,29,MIA,72,2363,15.5,0.537,0.234,0.189,2.7,10.4,6.6,28.7,1.5,0.6,16.3,21.9,2.4,2.3,4.7,0.096,1.3,-0.6,0.7,1.6,15890000,6724.502751,1025161.29,725570.7763
150,Rudy Gay\gayru01,SF,29,SAC,70,2379,15.5,0.538,0.214,0.252,4.7,15.9,10.4,8,2,1.7,11.1,22.4,1.8,2.1,3.8,0.078,-0.4,0.1,-0.4,1,13333333,5604.595628,860215.0323,595238.0804
151,Dennis Schroder\schrode01,PG,22,ATL,80,1621,15.5,0.51,0.306,0.233,1.7,11.8,6.9,36.1,2.1,0.4,17.5,28.8,-0.2,2.3,2.2,0.064,-0.5,-0.9,-1.4,0.3,2708582,1670.932758,174747.2258,94047.98611
152,J.J. Barea\bareajo01,PG,31,DAL,74,1667,15.4,0.536,0.366,0.135,1.7,8.3,5,31.5,0.8,0.1,13,23.8,2.1,0.7,2.8,0.082,1.6,-2.8,-1.2,0.3,4096950,2457.678464,266035.7143,172140.7563
153,Myles Turner\turnemy01,C,19,IND,60,1367,15.4,0.531,0.026,0.228,5.5,21,13.3,5,0.9,5.1,10.3,20.9,0.8,2.3,3.1,0.109,-3.7,1.4,-2.3,-0.1,2463840,1802.370154,159989.6104,117887.0813
154,Tyler Zeller\zellety01,C,26,BOS,60,710,15.4,0.539,0,0.372,9.1,17.6,13.3,6.6,0.7,2.4,12,23,0.8,0.9,1.7,0.114,-3.2,-1.1,-4.4,-0.4,8000000,11267.60563,519480.5195,347826.087
155,Chris Andersen\anderch01,C,37,TOT,27,402,15.3,0.598,0.194,0.5,9.9,18.2,13.9,4.4,1.9,2.9,9.3,10.8,0.8,0.4,1.3,0.149,-0.3,1.1,0.8,0.3,1551659,3859.848259,101415.6209,143672.1296
156,Willie Cauley-Stein\caulewi01,C,22,SAC,66,1412,15.3,0.588,0.006,0.369,10.3,16.6,13.5,3.8,1.6,3.8,10.5,13.2,2.4,1.4,3.8,0.13,-0.8,1.5,0.7,1,3551160,2514.985836,232101.9608,269027.2727
157,Jordan Mickey\mickejo01,PF,21,BOS,16,57,15.3,0.398,0,0.455,11,13.3,12.1,2.6,0,15.1,3.6,20.5,0,0.1,0.1,0.068,-7.3,4.1,-3.2,0,1223653,21467.59649,79977.32026,59690.39024
158,Shabazz Muhammad\muhamsh01,SF,23,MIN,82,1682,15.2,0.548,0.223,0.355,7,11.4,9.2,5.2,0.7,0.3,8.2,22.8,2.6,0.2,2.7,0.077,0,-4.2,-4.2,-0.9,3046299,1811.117122,200414.4079,133609.6053
159,Kosta Koufos\koufoko01,C,26,SAC,78,1482,15.1,0.54,0,0.234,12.4,18.4,15.4,3.3,1.3,3.8,8.9,15.4,2.1,1.4,3.5,0.113,-1.6,0.4,-1.2,0.3,8046500,5429.487179,532880.7947,522500
160,Luol Deng\denglu01,PF,30,MIA,74,2394,15,0.549,0.344,0.258,5.3,15.4,10.5,9,1.6,0.9,8.9,17.4,3.5,2.8,6.4,0.128,1.3,0.6,1.9,2.3,18000000,7518.796992,1200000,1034482.759
161,Bismack Biyombo\biyombi01,C,23,TOR,82,1808,14.9,0.586,0.003,0.785,11.7,29.5,20.8,2.4,0.5,6.1,15.5,11.5,2.8,3.1,5.9,0.156,-2.4,2.3,-0.1,0.9,17000000,9402.654867,1140939.597,1478260.87
162,Kobe Bryant\bryanko01,SF,37,LAL,66,1863,14.9,0.469,0.42,0.252,2.3,12.3,7.1,19.1,1.7,0.5,9.4,32.2,-0.9,0.5,-0.4,-0.01,0.8,-3.3,-2.5,-0.2,#N/A,#N/A,#N/A,#N/A
163,Troy Daniels\danietr01,SG,24,CHO,43,476,14.9,0.634,0.652,0.048,1.6,11.6,6.5,7.6,1.2,0.5,11.2,20.4,0.6,0.4,1.1,0.11,1.6,-2.7,-1.1,0.1,3332940,7001.97479,223687.2483,163379.4118
164,Ish Smith\smithis01,PG,27,TOT,77,2239,14.9,0.465,0.176,0.182,2,13.3,7.5,38.3,1.9,0.8,14.4,23.9,0,1.3,1.3,0.027,-0.6,-1.1,-1.7,0.1,6000000,2679.767753,402684.5638,251046.0251
165,Andrew Nicholson\nichoan01,PF,26,ORL,56,823,14.8,0.567,0.368,0.21,4.5,22.8,13.5,4.8,0.6,2.2,10.8,20.4,0.8,0.8,1.6,0.092,-1.7,-2,-3.7,-0.4,6088993,7398.533414,411418.4459,298480.049
166,Jabari Parker\parkeja01,PF,20,MIL,76,2408,14.8,0.535,0.039,0.254,5.9,12.8,9.4,8.9,1.5,1,10.4,20.9,2.4,1.2,3.6,0.072,-0.9,-1.5,-2.4,-0.2,5374320,2231.860465,363129.7297,257144.4976
167,Alex Stepheson\stephal01,PF,28,TOT,8,73,14.8,0.341,0,0.444,28.5,14.5,21.8,4.3,0.7,6,0,19.8,0,0.1,0.1,0.068,-2,-1.1,-3.2,0,#N/A,#N/A,#N/A,#N/A
168,Quincy Acy\acyqu01,PF,25,SAC,59,876,14.7,0.629,0.229,0.318,8.1,15.1,11.6,4.4,1.6,2.2,10,13.1,1.8,0.7,2.5,0.137,0.2,0,0.2,0.5,1050961,1199.727169,71493.94558,80226.03053
169,Tyson Chandler\chandty01,C,33,PHO,66,1618,14.7,0.606,0.003,0.545,11.5,27.5,19.3,6,1.1,2.2,19.3,12.7,2.1,1.6,3.8,0.112,-1.9,1.3,-0.5,0.6,12415000,7673.053152,844557.8231,977559.0551
170,Toney Douglas\douglto01,PG,29,NOP,61,1262,14.7,0.543,0.456,0.222,2.1,10.7,6.3,19.1,2.8,0.3,11.6,19.4,1.6,0.9,2.5,0.094,1.4,-0.9,0.5,0.8,#N/A,#N/A,#N/A,#N/A
171,Brandon Knight\knighbr03,SG,24,PHO,52,1870,14.7,0.522,0.392,0.204,2,9.9,5.9,24.4,1.6,0.9,15.4,26.2,0.7,0.9,1.7,0.043,1.2,-1.5,-0.3,0.8,12606250,6741.31016,857568.0272,481154.5802
172,Marcus Thornton\thornma01,SG,28,TOT,61,1109,14.7,0.511,0.498,0.146,3.8,11.3,7.5,12.9,2.1,0.3,8.1,24.4,1,0.7,1.7,0.074,0.7,-2.9,-2.1,0,1315448,1186.156898,89486.2585,53911.80328
173,Evan Fournier\fournev01,SF,23,ORL,79,2566,14.6,0.587,0.42,0.256,1.4,8.4,4.9,12.8,1.9,0.1,11.4,20.1,4,1.7,5.7,0.106,2.1,-1.5,0.7,1.7,17000000,6625.097428,1164383.562,845771.1443
174,JaMychal Green\greenja01,PF,25,MEM,78,1446,14.6,0.52,0.091,0.277,10.5,19.3,14.7,7.7,1.6,2.1,13,19.8,1.2,1.4,2.6,0.086,-1.6,-0.3,-1.9,0,980431,678.0297372,67152.80822,49516.71717
175,Montrezl Harrell\harremo01,PF,22,HOU,39,379,14.6,0.635,0.011,0.511,7.2,11.7,9.5,7.2,1.4,2.4,13.4,14.5,0.7,0.2,0.9,0.118,-1.2,-0.7,-1.9,0,1000000,2638.522427,68493.15068,68965.51724
176,Patrick Mills\millspa02,PG,27,SAS,81,1662,14.6,0.541,0.523,0.095,1.9,8.7,5.4,20.1,1.8,0.3,10.7,19.7,2.2,2.6,4.8,0.139,2.1,-0.4,1.7,1.6,3578948,2153.398315,245133.4247,181672.4873
177,Timofey Mozgov\mozgoti01,C,29,CLE,76,1326,14.6,0.593,0.019,0.265,9.5,19.2,14.4,3.9,0.9,3.5,15,16.1,1.8,1.9,3.7,0.133,-2.2,1,-1.2,0.3,16000000,12066.36501,1095890.411,993788.8199
178,Jason Smith\smithja02,C,29,ORL,76,1181,14.6,0.513,0.032,0.133,4.9,15.8,10.3,8.6,1.4,4.6,9.7,22.1,0.4,1.4,1.8,0.072,-3.1,0.6,-2.5,-0.1,5000000,4233.700254,342465.7534,226244.3439
179,Deron Williams\willide01,PG,31,DAL,65,2106,14.6,0.53,0.364,0.266,1,8.9,5,29.3,1.5,0.6,14.8,22,2.2,1.4,3.7,0.083,0.9,-1,-0.1,1,9000000,4273.504274,616438.3562,409090.9091
180,Jarrett Jack\jackja01,PG,32,BRK,32,1027,14.5,0.505,0.285,0.313,1,14.1,7.4,35,1.7,0.6,18.8,21.7,0.5,0.4,0.9,0.043,0,-1.4,-1.4,0.2,1551659,1510.865628,107010.9655,71505.02304
181,T.J. McConnell\mccontj01,PG,23,PHI,81,1606,14.5,0.511,0.192,0.088,2.8,14.5,8.5,37.2,2.9,0.5,22.5,17,0.6,1.4,1.9,0.058,-1.7,-0.4,-2.1,0,874636,544.6052304,60319.72414,51449.17647
182,Otto Porter\porteot01,SF,22,WAS,75,2276,14.5,0.564,0.372,0.176,4.7,14.7,9.6,7.9,2.2,1.1,8.3,16.2,3,2.7,5.6,0.119,0.8,1,1.8,2.2,5893981,2589.622583,406481.4483,363825.9877
183,Thomas Robinson\robinth01,PF,24,BRK,71,917,14.5,0.453,0.003,0.375,16.4,27.8,22,7.7,2.1,3.2,16.9,19.8,-0.5,1.1,0.6,0.033,-3.8,0.9,-2.9,-0.2,1050961,1146.08615,72480.06897,53078.83838
184,Trevor Booker\booketr01,PF,28,UTA,79,1632,14.4,0.533,0.106,0.273,11.9,20.4,16.2,8.2,1.9,2.1,15.7,14.6,1.8,2.6,4.3,0.128,-0.9,2.3,1.4,1.4,9250000,5667.892157,642361.1111,633561.6438
185,Steve Novak\novakst01,PF,32,TOT,10,44,14.4,0.651,0.833,0.056,0,12,6.2,0,0,0,5.1,19.2,0.1,0,0.1,0.121,1.3,-8,-6.6,-0.1,1551659,35264.97727,107754.0972,80815.57292
186,Walter Tavares\tavarwa01,C,23,ATL,11,73,14.4,0.555,0,0.421,10.7,20.5,15.7,6.3,0.7,6.5,18.2,16.9,0,0.1,0.2,0.106,-4.9,2.5,-2.3,0,1000000,13698.63014,69444.44444,59171.59763
187,Alec Burks\burksal01,SG,24,UTA,31,797,14.3,0.52,0.237,0.422,2.4,13.6,8,13.9,1.2,0.4,11.4,25.9,0.7,0.8,1.5,0.09,-0.9,-1.6,-2.5,-0.1,10154495,12740.89711,710104.5455,392065.444
188,Jordan Clarkson\clarkjo01,SG,23,LAL,79,2552,14.3,0.516,0.291,0.186,3.8,9.6,6.6,13.8,1.7,0.2,10.2,22.8,1.7,0.4,2.1,0.039,0.6,-2,-1.4,0.4,12500000,4898.119122,874125.8741,548245.614
189,Zach LaVine\lavinza01,SG,20,MIN,82,2294,14.3,0.548,0.33,0.212,1.4,10.1,5.8,18.6,1.5,0.6,12.9,23.5,1.9,0.7,2.6,0.054,1,-2.4,-1.4,0.3,2240880,976.8439407,156704.8951,95356.59574
190,Rondae Hollis-Jefferson\holliro01,SF,21,BRK,29,615,14.2,0.519,0.101,0.377,7,21.4,14.1,10.1,3.2,2.1,13.9,13.5,0.5,0.7,1.2,0.094,-1.4,2.6,1.2,0.5,1395600,2269.268293,98281.69014,103377.7778
191,Ersan Ilyasova\ilyaser01,PF,28,TOT,74,1881,14.2,0.526,0.392,0.233,8.1,15.6,11.7,5.6,1.4,1.4,8.9,18.6,2.4,2,4.4,0.113,0.4,-0.3,0.1,1,8400000,4465.709729,591549.2958,451612.9032
192,Jordan McRae\mcraejo01,PG,24,TOT,22,195,14.2,0.548,0.282,0.359,2.3,9.2,5.7,20.9,0.7,0.4,14.2,23.9,0.2,0.1,0.4,0.087,-0.9,-3.3,-4.3,-0.1,874636,4485.312821,61594.08451,36595.64854
193,Jason Thompson\thompja02,C,29,TOT,47,471,14.2,0.558,0.139,0.5,7.9,23.4,15.9,8.5,1.3,3.3,10.2,13.9,0.9,0.7,1.6,0.165,-1.3,1.6,0.3,0.3,945126,2006.636943,66558.16901,67994.67626
194,Joel Anthony\anthojo01,C,33,DET,19,96,14.1,0.666,0,0.8,8.8,15.4,11.9,1.4,1.1,9.5,12.9,7,0.2,0.2,0.4,0.177,-2.8,5,2.2,0.1,#N/A,#N/A,#N/A,#N/A
195,Matt Bonner\bonnema01,C,35,SAS,30,206,14.1,0.647,0.596,0.07,1.7,12.8,7.5,6.3,1.5,0.4,4.9,13.7,0.4,0.3,0.8,0.181,1.8,-0.3,1.6,0.2,#N/A,#N/A,#N/A,#N/A
196,Rodney Hood\hoodro01,SG,23,UTA,79,2541,14.1,0.542,0.462,0.206,1.8,10.5,6.1,14.4,1.5,0.5,10.5,21.5,3.4,2.5,6,0.112,1.6,-0.9,0.7,1.7,1406520,553.5301063,99753.19149,65419.53488
197,Joakim Noah\noahjo01,C,30,CHI,29,635,14.1,0.406,0.008,0.338,14.7,27.3,21.1,24.2,1.4,3.3,25.4,14.2,0,1.1,1.1,0.079,-2.3,4.3,1.9,0.6,17000000,26771.65354,1205673.759,1197183.099
198,Trey Burke\burketr01,PG,23,UTA,64,1366,14,0.507,0.404,0.129,1.5,8,4.8,19.7,1.4,0.4,10.7,25.3,0.9,1.2,2.1,0.074,0.4,-2.5,-2,0,3386598,2479.207906,241899.8571,133857.6285
199,Jamal Crawford\crawfja01,SG,35,LAC,79,2126,14,0.529,0.366,0.289,1,6.3,3.7,14,1.2,0.4,9.6,24.9,1.8,1.5,3.3,0.076,-0.2,-2.4,-2.6,-0.3,13253012,6233.777987,946643.7143,532249.4779
200,Boris Diaw\diawbo01,PF,33,SAS,76,1386,14,0.582,0.18,0.198,4.9,13.9,9.6,18.4,1,1.2,18.9,17,1.6,2.2,3.8,0.132,-0.1,1.4,1.2,1.1,7000000,5050.505051,500000,411764.7059
201,Jarell Martin\martija01,PF,21,MEM,27,380,14,0.534,0.017,0.534,11.2,14.7,12.9,6.4,1.1,1.7,11.7,19.2,0.5,0.2,0.8,0.1,-1.6,-1.6,-3.2,-0.1,1286160,3384.631579,91868.57143,66987.5
202,C.J. Miles\milescj01,SF,28,IND,64,1464,14,0.547,0.61,0.196,1.9,11.1,6.5,7,1.8,1.6,9.2,22.8,1.2,1.9,3.1,0.103,1,-1.2,-0.2,0.7,4583450,3130.771858,327389.2857,201028.5088
203,Mike Scott\scottmi01,PF,27,ATL,75,1146,14,0.575,0.42,0.168,5.2,14.2,9.8,10.5,1.1,1.2,9.4,17.4,1.7,1.5,3.2,0.132,-0.2,-0.4,-0.6,0.4,3333334,2908.668412,238095.2857,191570.9195
204,D.J. Augustin\augusdj01,PG,28,TOT,62,1178,13.9,0.575,0.48,0.366,0.8,8,4.4,25.3,1.6,0.3,17.1,18,2,0.6,2.6,0.106,1,-2.7,-1.7,0.1,7250000,6154.499151,521582.7338,402777.7778
205,Michael Carter-Williams\cartemi01,PG,24,MIL,54,1649,13.9,0.497,0.099,0.292,3.4,15.7,9.6,26.6,2.5,2.1,19.6,21.3,-0.4,1.6,1.2,0.035,-1.6,0.9,-0.8,0.5,3183526,1930.579745,229030.6475,149461.3146
206,Omri Casspi\casspom01,SF,27,SAC,69,1880,13.9,0.587,0.441,0.256,3.4,20.1,11.8,7.5,1.4,0.7,12,17.8,2.1,1.5,3.6,0.092,0.3,-0.6,-0.3,0.8,3000000,1595.744681,215827.3381,168539.3258
207,Tim Frazier\fraziti01,PG,25,TOT,51,741,13.9,0.499,0.21,0.323,3.8,12.8,8.2,33.3,2.2,0.2,19.9,19.4,0.4,0.5,1,0.062,-0.7,-0.7,-1.3,0.1,2090000,2820.512821,150359.7122,107731.9588
208,Serge Ibaka\ibakase01,PF,26,OKC,78,2500,13.9,0.533,0.212,0.139,6.5,16.2,11.6,3.9,0.8,4.5,10.5,17.6,2.5,3,5.5,0.105,-1.1,1,-0.1,1.2,12250000,4900,881294.964,696022.7273
209,Elfrid Payton\paytoel01,PG,21,ORL,73,2145,13.9,0.478,0.126,0.26,3.9,9.6,6.7,32.8,2.1,0.8,17.9,20.4,0.5,1.7,2.2,0.05,-0.9,-0.5,-1.3,0.4,2613600,1218.461538,188028.777,128117.6471
210,Julius Randle\randlju01,PF,21,LAL,81,2286,13.9,0.482,0.043,0.323,7.8,32,19.5,11,1.2,1,13.5,21.2,-0.3,1.9,1.6,0.035,-3.7,0,-3.6,-0.9,3267120,1429.186352,235044.6043,154109.434
211,Henry Sims\simshe01,C,25,BRK,14,263,13.9,0.504,0,0.39,8.8,22.2,15.4,5.1,1.7,4.3,11.7,17.3,0.2,0.3,0.4,0.079,-3.5,0.9,-2.6,0,75000,285.1711027,5395.683453,4335.260116
212,Donald Sloan\sloando01,PG,28,BRK,61,1318,13.9,0.536,0.283,0.297,1.4,13.5,7.4,30,1.2,0.2,16.8,16.1,1.7,0.3,2,0.071,-0.3,-2.1,-2.4,-0.1,#N/A,#N/A,#N/A,#N/A
213,Alexis Ajinca\ajincal01,C,27,NOP,59,861,13.8,0.514,0.003,0.197,9.3,25.9,17.3,5.8,1.1,3.4,13.6,20.4,0.2,0.9,1,0.058,-4.3,-0.2,-4.5,-0.5,4600000,5342.624855,333333.3333,225490.1961
214,Seth Curry\curryse01,PG,25,SAC,44,692,13.8,0.603,0.496,0.241,1.4,7.9,4.7,14.2,1.5,0.4,12.7,17.4,1.2,0.2,1.4,0.097,0.9,-2.4,-1.5,0.1,2898000,4187.861272,210000,166551.7241
215,Tyler Johnson\johnsty01,SG,23,MIA,36,863,13.8,0.579,0.292,0.263,3.8,10.3,7.2,13.9,1.4,1.2,14.8,16.8,1.2,0.9,2,0.113,0.4,0,0.4,0.5,5628000,6521.436848,407826.087,335000
216,Jeremy Lin\linje01,SG,27,CHO,78,2048,13.8,0.534,0.31,0.401,2.2,11.4,6.8,18.6,1.4,1.7,14.9,22.2,1.3,2.3,3.5,0.082,-0.9,-0.2,-1.1,0.5,11483254,5607.057617,832119.8551,517263.6937
217,Shaun Livingston\livinsh01,PG,30,GSW,78,1520,13.8,0.581,0.032,0.245,3.2,8.5,6,21,1.8,1.3,15.7,14.2,2.9,1.7,4.6,0.145,-0.6,0.1,-0.5,0.6,5782450,3804.243421,419018.1159,407214.7887
218,Bobby Portis\portibo01,PF,20,CHI,62,1102,13.8,0.469,0.119,0.151,12,20,16.1,7.5,1.1,1.5,10.4,20.7,0.3,1.3,1.5,0.066,-2.4,-0.9,-3.3,-0.4,1453680,1319.128857,105339.1304,70226.08696
219,Brian Roberts\roberbr01,PG,30,TOT,51,470,13.8,0.552,0.255,0.285,1.4,8.2,4.8,18.6,1.1,0.3,11,19.8,0.7,0.3,1,0.105,-1.1,-2.8,-3.9,-0.2,1050961,2236.087234,76156.5942,53078.83838
220,Monta Ellis\ellismo01,SG,30,IND,81,2734,13.7,0.504,0.276,0.202,1.7,9.1,5.4,22.2,2.7,1.1,15.4,21.2,0.4,3.9,4.3,0.075,-0.6,0.9,0.3,1.6,10770000,3939.283102,786131.3869,508018.8679
221,Brandon Jennings\jennibr01,PG,26,TOT,48,868,13.7,0.491,0.51,0.257,2,10.4,6.1,29.2,1.7,0.7,14.4,20,0.8,0.7,1.5,0.082,0.3,-1.7,-1.4,0.1,5000000,5760.368664,364963.5036,250000
222,Tiago Splitter\splitti01,C,31,ATL,36,579,13.7,0.571,0.013,0.31,8.7,13.8,11.3,7.9,1.7,1.6,12,15.5,0.9,0.9,1.7,0.144,-1.9,1.1,-0.8,0.2,8550000,14766.83938,624087.5912,551612.9032
223,Shelvin Mack\macksh01,PG,25,TOT,52,1058,13.6,0.507,0.301,0.147,1.4,12.5,7,30.6,1.7,0.2,17.7,23.3,0.2,1.2,1.3,0.061,-0.5,-0.8,-1.2,0.2,2433334,2299.937618,178921.6176,104434.9356
224,Mike Muscala\muscami01,C,24,ATL,60,565,13.6,0.576,0.257,0.257,7.5,14.9,11.3,9.1,1.1,3.8,13.8,15.5,0.7,0.9,1.6,0.136,-2,1.5,-0.5,0.2,1015696,1797.692035,74683.52941,65528.77419
225,Luis Scola\scolalu01,PF,35,TOR,76,1636,13.6,0.523,0.269,0.14,6,19,12.6,6.8,1.5,1.4,9.7,19.5,1.4,1.9,3.3,0.098,-0.8,-0.4,-1.2,0.3,5000000,3056.234719,367647.0588,256410.2564
226,Evan Turner\turneev01,SG,27,BOS,81,2271,13.6,0.513,0.11,0.238,2.3,16.5,9.3,23.9,1.7,1,16.9,18.8,1,3,4,0.085,-1.9,1.3,-0.7,0.8,16393443,7218.601057,1205400.221,871991.6489
227,Eric Gordon\gordoer01,SG,27,NOP,45,1481,13.5,0.565,0.533,0.226,0.7,6.9,3.7,12.7,1.4,0.8,10.7,20.3,1.7,0.4,2.1,0.069,1.6,-2.2,-0.6,0.5,12385364,8362.838623,917434.3704,610116.4532
228,Terrence Jones\joneste01,PF,24,HOU,50,1044,13.5,0.519,0.215,0.316,6.5,15.9,11.1,6.3,1.1,3.1,10.5,19.3,0.8,0.7,1.5,0.068,-2.4,-1,-3.4,-0.4,1050961,1006.667625,77848.96296,54453.93782
229,Jodie Meeks\meeksjo01,SG,28,DET,3,43,13.5,0.506,0.45,0.2,2.4,10.6,6.3,11.3,0,0,4.4,23.1,0.1,0,0.1,0.107,0.1,-4.2,-4.1,0,6540000,152093.0233,484444.4444,283116.8831
230,Gary Neal\nealga01,SG,31,WAS,40,807,13.5,0.558,0.308,0.169,1.5,10.2,5.8,9.2,1.2,0.1,7.7,20.5,0.9,0.5,1.4,0.085,-0.5,-2.3,-2.8,-0.2,#N/A,#N/A,#N/A,#N/A
231,Derrick Rose\rosede01,PG,27,CHI,66,2097,13.5,0.479,0.143,0.171,2.4,8.8,5.6,25.5,1.1,0.5,13.4,27.3,-0.8,1.2,0.4,0.009,-1.2,-2.1,-3.3,-0.7,21323250,10168.45494,1579500,781071.4286
232,Lance Stephenson\stephla01,SF,25,TOT,69,1372,13.5,0.548,0.165,0.234,3.2,15.1,9.1,16.2,1.6,0.6,15.2,20.2,0.9,1.3,2.2,0.076,-1.1,-0.3,-1.4,0.2,1227286,894.5233236,90910.07407,60756.73267
233,Kent Bazemore\bazemke01,SF,26,ATL,75,2083,13.4,0.551,0.421,0.208,1.5,18,9.9,12.7,2.3,1.4,14.8,20,0.3,3.8,4.1,0.094,-1.3,1.6,0.3,1.2,15730338,7551.770523,1173905.821,786516.9
234,Rasual Butler\butlera01,SF,36,SAS,46,432,13.4,0.558,0.471,0.154,0.8,13.5,7.4,7.7,1.5,4.1,6.7,12.6,0.4,0.9,1.3,0.146,-0.9,2.7,1.8,0.4,#N/A,#N/A,#N/A,#N/A
235,Andre Miller\millean02,PG,39,TOT,39,461,13.4,0.6,0.075,0.302,3.1,9.5,6.4,28.3,1.8,0,23.6,15.4,0.6,0.4,1,0.1,-1.1,-1.8,-2.9,-0.1,#N/A,#N/A,#N/A,#N/A
236,Larry Nance Jr.\nancela02,PF,23,LAL,63,1266,13.4,0.544,0.033,0.157,8.3,18.6,13.3,5.7,2.1,1.4,11.3,12.6,1.3,0.9,2.2,0.083,-2,0.6,-1.4,0.2,1207680,953.9336493,90125.37313,95847.61905
237,Maurice Harkless\harklma01,SF,22,POR,78,1457,13.3,0.541,0.341,0.27,7.5,13.3,10.4,6.9,1.7,1.9,11.9,15.6,1.6,1.3,2.9,0.096,-0.4,0.2,-0.2,0.7,8988764,6169.364447,675846.9173,576202.8205
238,Shane Larkin\larkish01,PG,23,BRK,78,1751,13.3,0.515,0.215,0.213,1.8,9.9,5.8,29.3,2.7,0.6,21,17.7,0.5,1,1.4,0.039,-1.2,-1,-2.2,-0.1,#N/A,#N/A,#N/A,#N/A
239,Norman Powell\powelno01,SG,22,TOR,49,725,13.3,0.541,0.389,0.231,2.6,14.8,8.8,10.4,2.1,1.1,11.3,17.8,0.7,0.8,1.6,0.105,-0.3,-0.1,-0.4,0.3,874636,1206.394483,65762.10526,49136.85393
240,Avery Bradley\bradlav01,SG,25,BOS,76,2536,13.2,0.538,0.399,0.121,2,7.3,4.6,9.8,2.2,0.6,9.2,19.8,2,2.8,4.8,0.09,0.5,-0.3,0.2,1.4,8269663,3260.908123,626489.6212,417659.7475
241,Robert Covington\covinro01,SF,25,PHI,67,1903,13.2,0.543,0.677,0.249,3.6,20.9,12,8.4,2.7,1.6,15.3,21.5,-0.1,2.1,2,0.05,-0.2,0,-0.2,0.9,1015696,533.734104,76946.66667,47241.67442
242,Jordan Farmar\farmajo01,PG,29,MEM,12,291,13.2,0.527,0.45,0.1,1.5,8.6,4.9,20.6,2.7,0.6,14.7,18.9,0.2,0.2,0.4,0.064,0.2,-1.4,-1.2,0.1,510921,1755.742268,38706.13636,27032.85714
